"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","594434","0.0-0.0","SS1692110189602","","","","","","","","","","","","","",""
"","survey-text","1","613645","0.0-1.0","SS1692110189602","19201.19999998808","{""Age"":""339"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","619782","0.0-2.0","SS1692110189602","6135.300000011921","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","622622","0.0-3.0","SS1692110189602","2838.199999988079","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","707065","0.0-4.0","SS1692110189602","84443.30000001192","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","728634","0.0-5.0","SS1692110189602","21567.600000023842","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","735156","0.0-6.0","SS1692110189602","6521.600000023842","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","743741","0.0-7.0","SS1692110189602","8584.300000011921","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","744164","0.0-8.0","SS1692110189602","422.0999999642372","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","754916","0.0-9.0","SS1692110189602","10752.199999988079","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","828948","0.0-10.0","SS1692110189602","74030.30000001192","","","","[{""page_index"":0,""viewing_time"":74029.20000004768}]","","","","","","","","",""
"","video-keyboard-response","11","847195","0.0-11.0","SS1692110189602","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","851831","0.0-12.0","SS1692110189602","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","948613","0.0-13.0","SS1692110189602","96780.39999997616","","[""stimuli/images/unity_stims/fam8/animacy/animate_04_8fam_animacy_new.mp4""]","39","","trial","20","1","stimuli/images/unity_stims/fam8/animacy/animate_04_8fam_animacy_new.mp4","animacy","4","8","",""
"","html-keyboard-response","14","949991","0.0-14.0","SS1692110189602","1375.3999999761581","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","954622","0.0-15.0","SS1692110189602","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","1009769","0.0-16.0","SS1692110189602","55146.60000002384","","[""stimuli/images/unity_stims/fam9/background/animate_05_9fam_background_new.mp4""]","39","","trial","20","2","stimuli/images/unity_stims/fam9/background/animate_05_9fam_background_new.mp4","background","5","9","",""
"","html-keyboard-response","17","1010987","0.0-17.0","SS1692110189602","1216.0999999642372","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","1015626","0.0-18.0","SS1692110189602","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","1066905","0.0-19.0","SS1692110189602","51277.5","","[""stimuli/images/unity_stims/fam9/identity/animate_02_9fam_identity_new.mp4""]","39","","trial","20","3","stimuli/images/unity_stims/fam9/identity/animate_02_9fam_identity_new.mp4","identity","2","9","",""
"","html-keyboard-response","20","1067981","0.0-20.0","SS1692110189602","1073.800000011921","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","1072630","0.0-21.0","SS1692110189602","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","1123398","0.0-22.0","SS1692110189602","50766.60000002384","","[""stimuli/images/unity_stims/fam8/number/animate_03_8fam_number_new.mp4""]","39","","trial","20","4","stimuli/images/unity_stims/fam8/number/animate_03_8fam_number_new.mp4","number","3","8","",""
"","video-keyboard-response","23","1146520","0.0-23.0","SS1692110189602","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","1162430","0.0-24.0","SS1692110189602","15909","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","1172605","0.0-25.0","SS1692110189602","10173.799999952316","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
