"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","2389","0.0-0.0","SS1691586972402","","","","","","","","","","","","","",""
"","survey-text","1","8174","0.0-1.0","SS1691586972402","5780.5","{""Age"":""277"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","8798","0.0-2.0","SS1691586972402","622.0999999046326","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","8969","0.0-3.0","SS1691586972402","170","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","51987","0.0-4.0","SS1691586972402","43017.200000047684","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","68063","0.0-5.0","SS1691586972402","16075.099999904633","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","75220","0.0-6.0","SS1691586972402","7156.400000095367","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","84757","0.0-7.0","SS1691586972402","9536.299999952316","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","85309","0.0-8.0","SS1691586972402","550.7999999523163","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","95119","0.0-9.0","SS1691586972402","9809.700000047684","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","143198","0.0-10.0","SS1691586972402","48077.799999952316","","","","[{""page_index"":0,""viewing_time"":48077.199999809265}]","","","","","","","","",""
"","video-keyboard-response","11","161446","0.0-11.0","SS1691586972402","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","166058","0.0-12.0","SS1691586972402","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","260033","0.0-13.0","SS1691586972402","93972.70000004768","","[""stimuli/images/unity_stims/fam8/identity/animate_02_8fam_identity_new.mp4""]","39","","trial","5","1","stimuli/images/unity_stims/fam8/identity/animate_02_8fam_identity_new.mp4","identity","2","8","",""
"","html-keyboard-response","14","261078","0.0-14.0","SS1691586972402","1044.4000000953674","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","265720","0.0-15.0","SS1691586972402","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","336175","0.0-16.0","SS1691586972402","70452","","[""stimuli/images/unity_stims/fam9/background/animate_05_9fam_background_new.mp4""]","39","","trial","5","2","stimuli/images/unity_stims/fam9/background/animate_05_9fam_background_new.mp4","background","5","9","",""
"","html-keyboard-response","17","337477","0.0-17.0","SS1691586972402","1300.2000000476837","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","342106","0.0-18.0","SS1691586972402","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","445161","0.0-19.0","SS1691586972402","103054","","[""stimuli/images/unity_stims/fam9/animacy/animate_03_9fam_animacy_new.mp4""]","39","","trial","5","3","stimuli/images/unity_stims/fam9/animacy/animate_03_9fam_animacy_new.mp4","animacy","3","9","",""
"","html-keyboard-response","20","446302","0.0-20.0","SS1691586972402","1139.2999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","450949","0.0-21.0","SS1691586972402","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","513272","0.0-22.0","SS1691586972402","62320.199999809265","","[""stimuli/images/unity_stims/fam8/pose/animate_01_8fam_pose_new.mp4""]","39","","trial","5","4","stimuli/images/unity_stims/fam8/pose/animate_01_8fam_pose_new.mp4","pose","1","8","",""
"","video-keyboard-response","23","536397","0.0-23.0","SS1691586972402","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","553481","0.0-24.0","SS1691586972402","17082.5","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","576334","0.0-25.0","SS1691586972402","22850.700000047684","","","","","","","","","","","","{""Consent"":""<b>Option 1 (Private)</b>: Your child’s data will be kept in a secure location and viewed only by authorized research personnel in our lab. </h1><br>""}","0"
