"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","1825","0.0-0.0","SS1693231282305","","","","","","","","","","","","","",""
"","survey-text","1","6596","0.0-1.0","SS1693231282305","4767.099999904633","{""Age"":""294"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","24005","0.0-2.0","SS1693231282305","17406.200000286102","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","25893","0.0-3.0","SS1693231282305","1887.1999998092651","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","108113","0.0-4.0","SS1693231282305","82218.59999990463","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","140736","0.0-5.0","SS1693231282305","32621.699999809265","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","149855","0.0-6.0","SS1693231282305","9119.099999904633","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","164949","0.0-7.0","SS1693231282305","15092.900000095367","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","165242","0.0-8.0","SS1693231282305","292.19999980926514","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","269965","0.0-9.0","SS1693231282305","104721.30000019073","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","271605","0.0-10.0","SS1693231282305","1639.6000003814697","","","","[{""page_index"":0,""viewing_time"":1639.3000001907349}]","","","","","","","","",""
"","video-keyboard-response","11","289873","0.0-11.0","SS1693231282305","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","294538","0.0-12.0","SS1693231282305","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","364830","0.0-13.0","SS1693231282305","70289","","[""stimuli/images/unity_stims/fam8/pose/animate_01_8fam_pose_new.mp4""]","39","","trial","50","1","stimuli/images/unity_stims/fam8/pose/animate_01_8fam_pose_new.mp4","pose","1","8","",""
"","html-keyboard-response","14","365345","0.0-14.0","SS1693231282305","514.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","370023","0.0-15.0","SS1693231282305","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","424441","0.0-16.0","SS1693231282305","54415.09999990463","","[""stimuli/images/unity_stims/fam9/animacy/animate_05_9fam_animacy_new.mp4""]","39","","trial","50","2","stimuli/images/unity_stims/fam9/animacy/animate_05_9fam_animacy_new.mp4","animacy","5","9","",""
"","html-keyboard-response","17","426372","0.0-17.0","SS1693231282305","1929.2000002861023","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","431037","0.0-18.0","SS1693231282305","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","517837","0.0-19.0","SS1693231282305","86798","","[""stimuli/images/unity_stims/fam9/identity/animate_03_9fam_identity_new.mp4""]","39","","trial","50","3","stimuli/images/unity_stims/fam9/identity/animate_03_9fam_identity_new.mp4","identity","3","9","",""
"","html-keyboard-response","20","519030","0.0-20.0","SS1693231282305","1192.0999999046326","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","523679","0.0-21.0","SS1693231282305","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","580618","0.0-22.0","SS1693231282305","56936.40000009537","","[""stimuli/images/unity_stims/fam8/background/animate_06_8fam_background_new.mp4""]","39","","trial","50","4","stimuli/images/unity_stims/fam8/background/animate_06_8fam_background_new.mp4","background","6","8","",""
"","video-keyboard-response","23","603735","0.0-23.0","SS1693231282305","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","634098","0.0-24.0","SS1693231282305","30361.300000190735","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","659758","0.0-25.0","SS1693231282305","25658.5","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
