"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","2247","0.0-0.0","SS1692371653085","","","","","","","","","","","","","",""
"","survey-text","1","442909","0.0-1.0","SS1692371653085","440637","{""Age"":""277"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","451136","0.0-2.0","SS1692371653085","8209.999999999942","","stimuli/audio/music_intro.wav","32","","","","","","","","","",""
"","html-keyboard-response","3","453320","0.0-3.0","SS1692371653085","2178","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","4","642032","0.0-4.0","SS1692371653085","188713","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","5","656798","0.0-5.0","SS1692371653085","14764","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","6","674400","0.0-6.0","SS1692371653085","17601","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","7","687143","0.0-7.0","SS1692371653085","12743","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","8","688051","0.0-8.0","SS1692371653085","906","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","9","755161","0.0-9.0","SS1692371653085","67106","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","instructions","10","799516","0.0-10.0","SS1692371653085","44350.00000000012","","","","[{""page_index"":0,""viewing_time"":44349}]","","","","","","","","",""
"","video-keyboard-response","11","818128","0.0-11.0","SS1692371653085","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","822955","0.0-12.0","SS1692371653085","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","923429","0.0-13.0","SS1692371653085","null","","[""stimuli/images/unity_stims/fam8/number/animate_04_8fam_number_new.mp4""]","null","","trial","27","1","stimuli/images/unity_stims/fam8/number/animate_04_8fam_number_new.mp4","number","4","8","",""
"","html-keyboard-response","14","924269","0.0-14.0","SS1692371653085","832","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","15","929239","0.0-15.0","SS1692371653085","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","1029987","0.0-16.0","SS1692371653085","100721","","[""stimuli/images/unity_stims/fam9/pose/animate_01_9fam_pose_new.mp4""]","32","","trial","27","2","stimuli/images/unity_stims/fam9/pose/animate_01_9fam_pose_new.mp4","pose","1","9","",""
"","html-keyboard-response","17","1030763","0.0-17.0","SS1692371653085","774.0000000001164","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","18","1035575","0.0-18.0","SS1692371653085","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","1116831","0.0-19.0","SS1692371653085","81256.00000000012","","[""stimuli/images/unity_stims/fam9/background/animate_06_9fam_background_new.mp4""]","32","","trial","27","3","stimuli/images/unity_stims/fam9/background/animate_06_9fam_background_new.mp4","background","6","9","",""
"","html-keyboard-response","20","1117669","0.0-20.0","SS1692371653085","836","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","21","1122473","0.0-21.0","SS1692371653085","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","1222834","0.0-22.0","SS1692371653085","null","","[""stimuli/images/unity_stims/fam8/animacy/animate_02_8fam_animacy_new.mp4""]","null","","trial","27","4","stimuli/images/unity_stims/fam8/animacy/animate_02_8fam_animacy_new.mp4","animacy","2","8","",""
"","video-keyboard-response","23","1246078","0.0-23.0","SS1692371653085","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","1275552","0.0-24.0","SS1692371653085","29470","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","32","","","","","","","","","",""
"","survey-multi-choice","25","1313770","0.0-25.0","SS1692371653085","38204","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share childâ€™s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
