"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","2149","0.0-0.0","SS1692382628570","","","","","","","","","","","","","",""
"","survey-text","1","387475","0.0-1.0","SS1692382628570","385272","{""Age"":""276"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","409094","0.0-2.0","SS1692382628570","21595.00000000006","","stimuli/audio/music_intro.wav","32","","","","","","","","","",""
"","html-keyboard-response","3","413157","0.0-3.0","SS1692382628570","4056","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","4","536152","0.0-4.0","SS1692382628570","122993.00000000012","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","5","553278","0.0-5.0","SS1692382628570","17123","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","6","558375","0.0-6.0","SS1692382628570","5096","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","7","566218","0.0-7.0","SS1692382628570","7842","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","8","580761","0.0-8.0","SS1692382628570","14542.999999999884","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","9","655587","0.0-9.0","SS1692382628570","74822","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","instructions","10","656836","0.0-10.0","SS1692382628570","1246","","","","[{""page_index"":0,""viewing_time"":1246}]","","","","","","","","",""
"","video-keyboard-response","11","675277","0.0-11.0","SS1692382628570","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","680027","0.0-12.0","SS1692382628570","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","702044","0.0-13.0","SS1692382628570","22009","","[""stimuli/images/unity_stims/fam8/animacy/animate_03_8fam_animacy_new.mp4""]","32","","trial","28","1","stimuli/images/unity_stims/fam8/animacy/animate_03_8fam_animacy_new.mp4","animacy","3","8","",""
"","html-keyboard-response","14","898025","0.0-14.0","SS1692382628570","195968","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","15","902811","0.0-15.0","SS1692382628570","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","966809","0.0-16.0","SS1692382628570","63992","","[""stimuli/images/unity_stims/fam9/number/animate_06_9fam_number_new.mp4""]","32","","trial","28","2","stimuli/images/unity_stims/fam9/number/animate_06_9fam_number_new.mp4","number","6","9","",""
"","html-keyboard-response","17","967406","0.0-17.0","SS1692382628570","595","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","18","972167","0.0-18.0","SS1692382628570","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","1060204","0.0-19.0","SS1692382628570","88030","","[""stimuli/images/unity_stims/fam9/identity/animate_02_9fam_identity_new.mp4""]","32","","trial","28","3","stimuli/images/unity_stims/fam9/identity/animate_02_9fam_identity_new.mp4","identity","2","9","",""
"","html-keyboard-response","20","1060261","0.0-20.0","SS1692382628570","56","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","21","1064997","0.0-21.0","SS1692382628570","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","1136526","0.0-22.0","SS1692382628570","71522.00000000023","","[""stimuli/images/unity_stims/fam8/background/animate_04_8fam_background_new.mp4""]","32","","trial","28","4","stimuli/images/unity_stims/fam8/background/animate_04_8fam_background_new.mp4","background","4","8","",""
"","video-keyboard-response","23","1149071","0.0-23.0","SS1692382628570","12513","","[""stimuli/images/calibration_end.mp4""]","32","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","1164888","0.0-24.0","SS1692382628570","15815","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","32","","","","","","","","","",""
"","survey-multi-choice","25","1213990","0.0-25.0","SS1692382628570","49090","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share childâ€™s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
