"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","4612","0.0-0.0","SS1691765525942","","","","","","","","","","","","","",""
"","survey-text","1","7323","0.0-1.0","SS1691765525942","2708.2999999523163","{""Age"":""280"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","14268","0.0-2.0","SS1691765525942","6943.5","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","17006","0.0-3.0","SS1691765525942","2737.199999809265","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","107237","0.0-4.0","SS1691765525942","90229.80000019073","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","123839","0.0-5.0","SS1691765525942","16600.299999952316","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","131071","0.0-6.0","SS1691765525942","7231","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","137400","0.0-7.0","SS1691765525942","6328.599999904633","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","137832","0.0-8.0","SS1691765525942","432","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","186511","0.0-9.0","SS1691765525942","48677.799999952316","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","228058","0.0-10.0","SS1691765525942","41546.59999990463","","","","[{""page_index"":0,""viewing_time"":41546.299999952316}]","","","","","","","","",""
"","video-keyboard-response","11","246276","0.0-11.0","SS1691765525942","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","250901","0.0-12.0","SS1691765525942","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","355634","0.0-13.0","SS1691765525942","104731.20000004768","","[""stimuli/images/unity_stims/fam9/number/animate_04_9fam_number_new.mp4""]","39","","trial","11","1","stimuli/images/unity_stims/fam9/number/animate_04_9fam_number_new.mp4","number","4","9","",""
"","html-keyboard-response","14","356782","0.0-14.0","SS1691765525942","1147.9000000953674","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","361411","0.0-15.0","SS1691765525942","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","411814","0.0-16.0","SS1691765525942","50400.700000047684","","[""stimuli/images/unity_stims/fam9/pose/animate_05_9fam_pose_new.mp4""]","39","","trial","11","2","stimuli/images/unity_stims/fam9/pose/animate_05_9fam_pose_new.mp4","pose","5","9","",""
"","html-keyboard-response","17","413203","0.0-17.0","SS1691765525942","1389.2000000476837","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","417834","0.0-18.0","SS1691765525942","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","468927","0.0-19.0","SS1691765525942","51084.799999952316","","[""stimuli/images/unity_stims/fam8/background/animate_06_8fam_background_new.mp4""]","39","","trial","11","3","stimuli/images/unity_stims/fam8/background/animate_06_8fam_background_new.mp4","background","6","8","",""
"","html-keyboard-response","20","470530","0.0-20.0","SS1691765525942","1601.8999998569489","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","475153","0.0-21.0","SS1691765525942","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","523670","0.0-22.0","SS1691765525942","48515.39999985695","","[""stimuli/images/unity_stims/fam8/identity/animate_01_8fam_identity_new.mp4""]","39","","trial","11","4","stimuli/images/unity_stims/fam8/identity/animate_01_8fam_identity_new.mp4","identity","1","8","",""
"","video-keyboard-response","23","546800","0.0-23.0","SS1691765525942","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","555010","0.0-24.0","SS1691765525942","8209.899999856949","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","591800","0.0-25.0","SS1691765525942","36785.700000047684","","","","","","","","","","","","{""Consent"":""<b>Option 3 (General Public)</b>: Like Option 2 but includes more public venues. You would like to share your child’s data to help us communicate our research with the general public. Your child’s data will never be used for commercial purposes. <br></h1>""}","0"
