"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","3553","0.0-0.0","SS1693087205233","","","","","","","","","","","","","",""
"","survey-text","1","12342","0.0-1.0","SS1693087205233","8786.799999713898","{""Age"":""268"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","19926","0.0-2.0","SS1693087205233","7581.800000190735","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","22227","0.0-3.0","SS1693087205233","2300.5","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","76389","0.0-4.0","SS1693087205233","54161.7999997139","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","99315","0.0-5.0","SS1693087205233","22927.599999904633","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","107945","0.0-6.0","SS1693087205233","8633.200000286102","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","119455","0.0-7.0","SS1693087205233","11511.799999713898","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","119854","0.0-8.0","SS1693087205233","398.69999980926514","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","192059","0.0-9.0","SS1693087205233","72207.90000009537","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","193454","0.0-10.0","SS1693087205233","1394","","","","[{""page_index"":0,""viewing_time"":1393.9000000953674}]","","","","","","","","",""
"","video-keyboard-response","11","211698","0.0-11.0","SS1693087205233","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","216357","0.0-12.0","SS1693087205233","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","271953","0.0-13.0","SS1693087205233","55595.09999990463","","[""stimuli/images/unity_stims/fam9/background/animate_02_9fam_background_new.mp4""]","39","","trial","49","1","stimuli/images/unity_stims/fam9/background/animate_02_9fam_background_new.mp4","background","2","9","",""
"","html-keyboard-response","14","287894","0.0-14.0","SS1693087205233","15940.599999904633","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","292589","0.0-15.0","SS1693087205233","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","354611","0.0-16.0","SS1693087205233","62020.699999809265","","[""stimuli/images/unity_stims/fam9/pose/animate_01_9fam_pose_new.mp4""]","39","","trial","49","2","stimuli/images/unity_stims/fam9/pose/animate_01_9fam_pose_new.mp4","pose","1","9","",""
"","html-keyboard-response","17","370122","0.0-17.0","SS1693087205233","15511.099999904633","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","374829","0.0-18.0","SS1693087205233","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","434205","0.0-19.0","SS1693087205233","59375.90000009537","","[""stimuli/images/unity_stims/fam8/animacy/animate_06_8fam_animacy_new.mp4""]","39","","trial","49","3","stimuli/images/unity_stims/fam8/animacy/animate_06_8fam_animacy_new.mp4","animacy","6","8","",""
"","html-keyboard-response","20","435270","0.0-20.0","SS1693087205233","1060.6000003814697","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","439917","0.0-21.0","SS1693087205233","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","498457","0.0-22.0","SS1693087205233","58539.59999990463","","[""stimuli/images/unity_stims/fam8/identity/animate_03_8fam_identity_new.mp4""]","39","","trial","49","4","stimuli/images/unity_stims/fam8/identity/animate_03_8fam_identity_new.mp4","identity","3","8","",""
"","video-keyboard-response","23","521560","0.0-23.0","SS1693087205233","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","539115","0.0-24.0","SS1693087205233","17554.199999809265","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","584989","0.0-25.0","SS1693087205233","45872.5","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
