"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","1973","0.0-0.0","SS1693080131222","","","","","","","","","","","","","",""
"","survey-text","1","3938","0.0-1.0","SS1693080131222","1962","{""Age"":""224"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","10705","0.0-2.0","SS1693080131222","6766.200000286102","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","15098","0.0-3.0","SS1693080131222","4391.800000190735","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","94574","0.0-4.0","SS1693080131222","79475.89999961853","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","137464","0.0-5.0","SS1693080131222","42888.89999961853","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","144190","0.0-6.0","SS1693080131222","6724.800000190735","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","157518","0.0-7.0","SS1693080131222","13328.099999904633","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","158097","0.0-8.0","SS1693080131222","578.3000001907349","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","223387","0.0-9.0","SS1693080131222","65289.5","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","228666","0.0-10.0","SS1693080131222","5277.900000095367","","","","[{""page_index"":0,""viewing_time"":5277.700000286102}]","","","","","","","","",""
"","video-keyboard-response","11","246937","0.0-11.0","SS1693080131222","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","251589","0.0-12.0","SS1693080131222","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","307115","0.0-13.0","SS1693080131222","55524","","[""stimuli/images/unity_stims/fam8/number/animate_05_8fam_number_new.mp4""]","39","","trial","47","1","stimuli/images/unity_stims/fam8/number/animate_05_8fam_number_new.mp4","number","5","8","",""
"","html-keyboard-response","14","315292","0.0-14.0","SS1693080131222","8176.099999904633","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","319947","0.0-15.0","SS1693080131222","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","377238","0.0-16.0","SS1693080131222","57288.90000009537","","[""stimuli/images/unity_stims/fam8/identity/animate_01_8fam_identity_new.mp4""]","39","","trial","47","2","stimuli/images/unity_stims/fam8/identity/animate_01_8fam_identity_new.mp4","identity","1","8","",""
"","html-keyboard-response","17","378054","0.0-17.0","SS1693080131222","816.0999999046326","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","382707","0.0-18.0","SS1693080131222","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","443187","0.0-19.0","SS1693080131222","60478.40000009537","","[""stimuli/images/unity_stims/fam9/animacy/animate_04_9fam_animacy_new.mp4""]","39","","trial","47","3","stimuli/images/unity_stims/fam9/animacy/animate_04_9fam_animacy_new.mp4","animacy","4","9","",""
"","html-keyboard-response","20","444236","0.0-20.0","SS1693080131222","1048.5999999046326","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","448889","0.0-21.0","SS1693080131222","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","503593","0.0-22.0","SS1693080131222","54702.300000190735","","[""stimuli/images/unity_stims/fam9/background/animate_03_9fam_background_new.mp4""]","39","","trial","47","4","stimuli/images/unity_stims/fam9/background/animate_03_9fam_background_new.mp4","background","3","9","",""
"","video-keyboard-response","23","504362","0.0-23.0","SS1693080131222","768.3000001907349","","[""stimuli/images/calibration_end.mp4""]","39","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","524443","0.0-24.0","SS1693080131222","20079.89999961853","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","553123","0.0-25.0","SS1693080131222","28678.900000095367","","","","","","","","","","","","{""Consent"":""<b>Option 1 (Private)</b>: Your child’s data will be kept in a secure location and viewed only by authorized research personnel in our lab. </h1><br>""}","0"
