"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","1906","0.0-0.0","SS1693339076408","","","","","","","","","","","","","",""
"","survey-text","1","314766","0.0-1.0","SS1693339076408","312819","{""Age"":""266"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","344520","0.0-2.0","SS1693339076408","29693.00000000006","","stimuli/audio/music_intro.wav","32","","","","","","","","","",""
"","html-keyboard-response","3","349004","0.0-3.0","SS1693339076408","4470","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","4","483764","0.0-4.0","SS1693339076408","134749.00000000006","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","5","500494","0.0-5.0","SS1693339076408","16721","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","6","509764","0.0-6.0","SS1693339076408","9266.999999999942","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","7","520866","0.0-7.0","SS1693339076408","11097.000000000058","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","8","521283","0.0-8.0","SS1693339076408","414","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","9","627955","0.0-9.0","SS1693339076408","106671.00000000006","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","instructions","10","629133","0.0-10.0","SS1693339076408","1169","","","","[{""page_index"":0,""viewing_time"":1169}]","","","","","","","","",""
"","video-keyboard-response","11","648694","0.0-11.0","SS1693339076408","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","653645","0.0-12.0","SS1693339076408","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","754141","0.0-13.0","SS1693339076408","null","","[""stimuli/images/unity_stims/fam8/number/animate_04_8fam_number_new.mp4""]","null","","trial","52","1","stimuli/images/unity_stims/fam8/number/animate_04_8fam_number_new.mp4","number","4","8","",""
"","html-keyboard-response","14","754821","0.0-14.0","SS1693339076408","676.0000000001164","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","15","759690","0.0-15.0","SS1693339076408","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","863395","0.0-16.0","SS1693339076408","103693","","[""stimuli/images/unity_stims/fam9/identity/animate_01_9fam_identity_new.mp4""]","32","","trial","52","2","stimuli/images/unity_stims/fam9/identity/animate_01_9fam_identity_new.mp4","identity","1","9","",""
"","html-keyboard-response","17","863864","0.0-17.0","SS1693339076408","467","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","18","868733","0.0-18.0","SS1693339076408","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","943560","0.0-19.0","SS1693339076408","74818.99999999988","","[""stimuli/images/unity_stims/fam8/animacy/animate_05_8fam_animacy_new.mp4""]","32","","trial","52","3","stimuli/images/unity_stims/fam8/animacy/animate_05_8fam_animacy_new.mp4","animacy","5","8","",""
"","html-keyboard-response","20","944431","0.0-20.0","SS1693339076408","867","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","21","949364","0.0-21.0","SS1693339076408","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","1044217","0.0-22.0","SS1693339076408","94846","","[""stimuli/images/unity_stims/fam9/background/animate_03_9fam_background_new.mp4""]","32","","trial","52","4","stimuli/images/unity_stims/fam9/background/animate_03_9fam_background_new.mp4","background","3","9","",""
"","video-keyboard-response","23","1067591","0.0-23.0","SS1693339076408","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","1084555","0.0-24.0","SS1693339076408","16958.000000000233","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","32","","","","","","","","","",""
"","survey-multi-choice","25","1123777","0.0-25.0","SS1693339076408","39194","","","","","","","","","","","","{""Consent"":""<b>Option 3 (General Public)</b>: Like Option 2 but includes more public venues. You would like to share your childâ€™s data to help us communicate our research with the general public. Your childâ€™s data will never be used for commercial purposes. <br></h1>""}","0"
