"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","154756","0.0-0.0","SS1691597609210","","","","","","","","","","","","","",""
"","survey-text","1","197502","0.0-1.0","SS1691597609210","42719.700000047684","{""Age"":""259"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","209707","0.0-2.0","SS1691597609210","12199.200000047684","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","211515","0.0-3.0","SS1691597609210","1806.5999999046326","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","293019","0.0-4.0","SS1691597609210","81502.20000004768","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","306329","0.0-5.0","SS1691597609210","13308.900000095367","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","312387","0.0-6.0","SS1691597609210","6056.400000095367","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","322376","0.0-7.0","SS1691597609210","9988.099999904633","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","346352","0.0-8.0","SS1691597609210","23976.200000047684","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","375069","0.0-9.0","SS1691597609210","28716","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","435291","0.0-10.0","SS1691597609210","60220.5","","","","[{""page_index"":0,""viewing_time"":60220.200000047684}]","","","","","","","","",""
"","video-keyboard-response","11","453563","0.0-11.0","SS1691597609210","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","458225","0.0-12.0","SS1691597609210","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","511456","0.0-13.0","SS1691597609210","53228.199999809265","","[""stimuli/images/unity_stims/fam9/pose/animate_06_9fam_pose_new.mp4""]","39","","trial","7","1","stimuli/images/unity_stims/fam9/pose/animate_06_9fam_pose_new.mp4","pose","6","9","",""
"","html-keyboard-response","14","512736","0.0-14.0","SS1691597609210","1279.7999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","517381","0.0-15.0","SS1691597609210","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","567058","0.0-16.0","SS1691597609210","49673","","[""stimuli/images/unity_stims/fam8/number/animate_04_8fam_number_new.mp4""]","39","","trial","7","2","stimuli/images/unity_stims/fam8/number/animate_04_8fam_number_new.mp4","number","4","8","",""
"","html-keyboard-response","17","568369","0.0-17.0","SS1691597609210","1309.2999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","573019","0.0-18.0","SS1691597609210","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","630194","0.0-19.0","SS1691597609210","57172.700000047684","","[""stimuli/images/unity_stims/fam9/background/animate_05_9fam_background_new.mp4""]","39","","trial","7","3","stimuli/images/unity_stims/fam9/background/animate_05_9fam_background_new.mp4","background","5","9","",""
"","html-keyboard-response","20","631189","0.0-20.0","SS1691597609210","994","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","635839","0.0-21.0","SS1691597609210","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","702942","0.0-22.0","SS1691597609210","67101.09999990463","","[""stimuli/images/unity_stims/fam8/animacy/animate_02_8fam_animacy_new.mp4""]","39","","trial","7","4","stimuli/images/unity_stims/fam8/animacy/animate_02_8fam_animacy_new.mp4","animacy","2","8","",""
"","video-keyboard-response","23","726082","0.0-23.0","SS1691597609210","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","741486","0.0-24.0","SS1691597609210","15402.700000047684","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","788453","0.0-25.0","SS1691597609210","46961.699999809265","","","","","","","","","","","","{""Consent"":""<b>Option 3 (General Public)</b>: Like Option 2 but includes more public venues. You would like to share your child’s data to help us communicate our research with the general public. Your child’s data will never be used for commercial purposes. <br></h1>""}","0"
