"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","18223","0.0-0.0","SS1692290870513","","","","","","","","","","","","","",""
"","survey-text","1","29113","0.0-1.0","SS1692290870513","10886.5","{""Age"":""299"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","37895","0.0-2.0","SS1692290870513","8780.900000095367","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","39385","0.0-3.0","SS1692290870513","1489","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","87484","0.0-4.0","SS1692290870513","48098.10000014305","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","104859","0.0-5.0","SS1692290870513","17375.5","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","112711","0.0-6.0","SS1692290870513","7851.299999952316","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","124852","0.0-7.0","SS1692290870513","12140.599999904633","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","125686","0.0-8.0","SS1692290870513","833.9000000953674","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","218021","0.0-9.0","SS1692290870513","92334.5","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","219199","0.0-10.0","SS1692290870513","1176.8999998569489","","","","[{""page_index"":0,""viewing_time"":1176.7999999523163}]","","","","","","","","",""
"","video-keyboard-response","11","237468","0.0-11.0","SS1692290870513","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","242127","0.0-12.0","SS1692290870513","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","318502","0.0-13.0","SS1692290870513","76374.5","","[""stimuli/images/unity_stims/fam8/background/animate_03_8fam_background_new.mp4""]","39","","trial","24","1","stimuli/images/unity_stims/fam8/background/animate_03_8fam_background_new.mp4","background","3","8","",""
"","html-keyboard-response","14","318992","0.0-14.0","SS1692290870513","489.40000009536743","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","323658","0.0-15.0","SS1692290870513","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","383488","0.0-16.0","SS1692290870513","59829.09999990463","","[""stimuli/images/unity_stims/fam9/identity/animate_01_9fam_identity_new.mp4""]","39","","trial","24","2","stimuli/images/unity_stims/fam9/identity/animate_01_9fam_identity_new.mp4","identity","1","9","",""
"","html-keyboard-response","17","388999","0.0-17.0","SS1692290870513","5510.600000143051","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","393658","0.0-18.0","SS1692290870513","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","455811","0.0-19.0","SS1692290870513","62151.799999952316","","[""stimuli/images/unity_stims/fam9/number/animate_02_9fam_number_new.mp4""]","39","","trial","24","3","stimuli/images/unity_stims/fam9/number/animate_02_9fam_number_new.mp4","number","2","9","",""
"","html-keyboard-response","20","459730","0.0-20.0","SS1692290870513","3918.699999809265","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","464397","0.0-21.0","SS1692290870513","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","518695","0.0-22.0","SS1692290870513","54296.200000047684","","[""stimuli/images/unity_stims/fam8/animacy/animate_06_8fam_animacy_new.mp4""]","39","","trial","24","4","stimuli/images/unity_stims/fam8/animacy/animate_06_8fam_animacy_new.mp4","animacy","6","8","",""
"","video-keyboard-response","23","541797","0.0-23.0","SS1692290870513","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","556619","0.0-24.0","SS1692290870513","14821.400000095367","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","571529","0.0-25.0","SS1692290870513","14908.799999952316","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
