"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","1568364","0.0-0.0","SS1692022688744","","","","","","","","","","","","","",""
"","survey-text","1","1603387","0.0-1.0","SS1692022688744","35015.60000002384","{""Age"":""227"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","1612936","0.0-2.0","SS1692022688744","9547.59999999404","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","1614410","0.0-3.0","SS1692022688744","1474.2000000178814","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","1696192","0.0-4.0","SS1692022688744","81780.69999998808","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","1713446","0.0-5.0","SS1692022688744","17253.09999999404","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","1721695","0.0-6.0","SS1692022688744","8248.199999988079","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","1737769","0.0-7.0","SS1692022688744","16073.40000000596","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","1756450","0.0-8.0","SS1692022688744","18679.29999998212","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","1801160","0.0-9.0","SS1692022688744","44709.20000001788","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","1830821","0.0-10.0","SS1692022688744","29660.69999998808","","","","[{""page_index"":0,""viewing_time"":29660.5}]","","","","","","","","",""
"","video-keyboard-response","11","1849010","0.0-11.0","SS1692022688744","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","1853642","0.0-12.0","SS1692022688744","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","1953839","0.0-13.0","SS1692022688744","null","","[""stimuli/images/unity_stims/fam8/pose/animate_03_8fam_pose_new.mp4""]","null","","trial","18","1","stimuli/images/unity_stims/fam8/pose/animate_03_8fam_pose_new.mp4","pose","3","8","",""
"","html-keyboard-response","14","1955195","0.0-14.0","SS1692022688744","1354.2999999821186","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","1959822","0.0-15.0","SS1692022688744","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","2015098","0.0-16.0","SS1692022688744","55274.30000001192","","[""stimuli/images/unity_stims/fam9/identity/animate_02_9fam_identity_new.mp4""]","39","","trial","18","2","stimuli/images/unity_stims/fam9/identity/animate_02_9fam_identity_new.mp4","identity","2","9","",""
"","html-keyboard-response","17","2016195","0.0-17.0","SS1692022688744","1096.0999999940395","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","2020823","0.0-18.0","SS1692022688744","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","2092999","0.0-19.0","SS1692022688744","72174.19999998808","","[""stimuli/images/unity_stims/fam9/number/animate_05_9fam_number_new.mp4""]","39","","trial","18","3","stimuli/images/unity_stims/fam9/number/animate_05_9fam_number_new.mp4","number","5","9","",""
"","html-keyboard-response","20","2094117","0.0-20.0","SS1692022688744","1116.4000000059605","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","2098739","0.0-21.0","SS1692022688744","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","2163502","0.0-22.0","SS1692022688744","64759.60000002384","","[""stimuli/images/unity_stims/fam8/background/animate_04_8fam_background_new.mp4""]","39","","trial","18","4","stimuli/images/unity_stims/fam8/background/animate_04_8fam_background_new.mp4","background","4","8","",""
"","video-keyboard-response","23","2186608","0.0-23.0","SS1692022688744","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","2201557","0.0-24.0","SS1692022688744","14948.90000000596","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","2255648","0.0-25.0","SS1692022688744","54089","","","","","","","","","","","","{""Consent"":""<b>Option 1 (Private)</b>: Your child’s data will be kept in a secure location and viewed only by authorized research personnel in our lab. </h1><br>""}","0"
