"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","17146","0.0-0.0","SS1692830641061","","","","","","","","","","","","","",""
"","survey-text","1","26779","0.0-1.0","SS1692830641061","9627.199999809265","{""Age"":""215"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","37915","0.0-2.0","SS1692830641061","11134.800000190735","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","39611","0.0-3.0","SS1692830641061","1694.2999997138977","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","88693","0.0-4.0","SS1692830641061","49081.699999809265","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","106314","0.0-5.0","SS1692830641061","17619.900000095367","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","113208","0.0-6.0","SS1692830641061","6894.599999904633","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","122977","0.0-7.0","SS1692830641061","9767.900000095367","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","124336","0.0-8.0","SS1692830641061","1359.1000003814697","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","143090","0.0-9.0","SS1692830641061","18752.800000190735","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","166212","0.0-10.0","SS1692830641061","23121.5","","","","[{""page_index"":0,""viewing_time"":23121.199999809265}]","","","","","","","","",""
"","video-keyboard-response","11","184482","0.0-11.0","SS1692830641061","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","189140","0.0-12.0","SS1692830641061","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","265305","0.0-13.0","SS1692830641061","76163.2000002861","","[""stimuli/images/unity_stims/fam8/number/animate_02_8fam_number_new.mp4""]","32","","trial","34","1","stimuli/images/unity_stims/fam8/number/animate_02_8fam_number_new.mp4","number","2","8","",""
"","html-keyboard-response","14","265842","0.0-14.0","SS1692830641061","536.2999997138977","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","15","270505","0.0-15.0","SS1692830641061","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","329168","0.0-16.0","SS1692830641061","58660.09999990463","","[""stimuli/images/unity_stims/fam8/background/animate_05_8fam_background_new.mp4""]","32","","trial","34","2","stimuli/images/unity_stims/fam8/background/animate_05_8fam_background_new.mp4","background","5","8","",""
"","html-keyboard-response","17","329917","0.0-17.0","SS1692830641061","749.0999999046326","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","18","334571","0.0-18.0","SS1692830641061","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","402605","0.0-19.0","SS1692830641061","68032.59999990463","","[""stimuli/images/unity_stims/fam9/identity/animate_04_9fam_identity_new.mp4""]","32","","trial","34","3","stimuli/images/unity_stims/fam9/identity/animate_04_9fam_identity_new.mp4","identity","4","9","",""
"","html-keyboard-response","20","403390","0.0-20.0","SS1692830641061","783.9000000953674","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","21","408046","0.0-21.0","SS1692830641061","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","475946","0.0-22.0","SS1692830641061","67897.40000009537","","[""stimuli/images/unity_stims/fam9/pose/animate_06_9fam_pose_new.mp4""]","32","","trial","34","4","stimuli/images/unity_stims/fam9/pose/animate_06_9fam_pose_new.mp4","pose","6","9","",""
"","video-keyboard-response","23","499063","0.0-23.0","SS1692830641061","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","512269","0.0-24.0","SS1692830641061","13205.599999904633","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","32","","","","","","","","","",""
"","survey-multi-choice","25","531681","0.0-25.0","SS1692830641061","19410.700000286102","","","","","","","","","","","","{""Consent"":""<b>Option 1 (Private)</b>: Your child’s data will be kept in a secure location and viewed only by authorized research personnel in our lab. </h1><br>""}","0"
