"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","1885","0.0-0.0","SS1692979838944","","","","","","","","","","","","","",""
"","survey-text","1","9647","0.0-1.0","SS1692979838944","7759.099999904633","{""Age"":""217"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","18054","0.0-2.0","SS1692979838944","8405.900000095367","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","19470","0.0-3.0","SS1692979838944","1415","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","94153","0.0-4.0","SS1692979838944","74681.30000019073","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","134249","0.0-5.0","SS1692979838944","40094.800000190735","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","143879","0.0-6.0","SS1692979838944","9629.39999961853","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","",""
"","html-keyboard-response","7","159000","0.0-7.0","SS1692979838944","15120.200000286102","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","159405","0.0-8.0","SS1692979838944","404.2999997138977","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","319208","0.0-9.0","SS1692979838944","159800.90000009537","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","319864","0.0-10.0","SS1692979838944","655.4000000953674","","","","[{""page_index"":0,""viewing_time"":655.1999998092651}]","","","","","","","","",""
"","video-keyboard-response","11","338128","0.0-11.0","SS1692979838944","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","342786","0.0-12.0","SS1692979838944","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","399744","0.0-13.0","SS1692979838944","56955.2000002861","","[""stimuli/images/unity_stims/fam8/pose/animate_04_8fam_pose_new.mp4""]","39","","trial","40","1","stimuli/images/unity_stims/fam8/pose/animate_04_8fam_pose_new.mp4","pose","4","8","",""
"","html-keyboard-response","14","400416","0.0-14.0","SS1692979838944","672","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","405051","0.0-15.0","SS1692979838944","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","480054","0.0-16.0","SS1692979838944","75001","","[""stimuli/images/unity_stims/fam9/background/animate_01_9fam_background_new.mp4""]","39","","trial","40","2","stimuli/images/unity_stims/fam9/background/animate_01_9fam_background_new.mp4","background","1","9","",""
"","html-keyboard-response","17","485608","0.0-17.0","SS1692979838944","5553.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","490263","0.0-18.0","SS1692979838944","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","540285","0.0-19.0","SS1692979838944","50020.5","","[""stimuli/images/unity_stims/fam8/identity/animate_06_8fam_identity_new.mp4""]","39","","trial","40","3","stimuli/images/unity_stims/fam8/identity/animate_06_8fam_identity_new.mp4","identity","6","8","",""
"","html-keyboard-response","20","549443","0.0-20.0","SS1692979838944","9156.800000190735","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","554097","0.0-21.0","SS1692979838944","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","611927","0.0-22.0","SS1692979838944","57827.800000190735","","[""stimuli/images/unity_stims/fam9/animacy/animate_03_9fam_animacy_new.mp4""]","39","","trial","40","4","stimuli/images/unity_stims/fam9/animacy/animate_03_9fam_animacy_new.mp4","animacy","3","9","",""
"","video-keyboard-response","23","635051","0.0-23.0","SS1692979838944","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","650606","0.0-24.0","SS1692979838944","15553.800000190735","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","682409","0.0-25.0","SS1692979838944","31801.5","","","","","","","","","","","","{""Consent"":""<b>Option 3 (General Public)</b>: Like Option 2 but includes more public venues. You would like to share your child’s data to help us communicate our research with the general public. Your child’s data will never be used for commercial purposes. <br></h1>""}","0"
