"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","1801","0.0-0.0","SS1691529534010","","","","","","","","","","","","","",""
"","survey-text","1","3909","0.0-1.0","SS1691529534010","2106","{""Age"":""272"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","17707","0.0-2.0","SS1691529534010","13797.100000143051","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","19220","0.0-3.0","SS1691529534010","1512.1999998092651","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","62772","0.0-4.0","SS1691529534010","43551.10000014305","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","83941","0.0-5.0","SS1691529534010","21168.400000095367","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","118329","0.0-6.0","SS1691529534010","34387.200000047684","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","16","","","","","","","","","",""
"","html-keyboard-response","7","123916","0.0-7.0","SS1691529534010","5586.5","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","124632","0.0-8.0","SS1691529534010","715.2000000476837","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","199759","0.0-9.0","SS1691529534010","75126.5","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","200466","0.0-10.0","SS1691529534010","705.5","","","","[{""page_index"":0,""viewing_time"":705.2999999523163}]","","","","","","","","",""
"","video-keyboard-response","11","218716","0.0-11.0","SS1691529534010","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","223375","0.0-12.0","SS1691529534010","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","296410","0.0-13.0","SS1691529534010","73033.79999995232","","[""stimuli/images/unity_stims/fam9/animacy/animate_03_9fam_animacy_new.mp4""]","39","","trial","3","1","stimuli/images/unity_stims/fam9/animacy/animate_03_9fam_animacy_new.mp4","animacy","3","9","",""
"","html-keyboard-response","14","315613","0.0-14.0","SS1691529534010","19201.900000095367","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","320292","0.0-15.0","SS1691529534010","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","371903","0.0-16.0","SS1691529534010","51609.5","","[""stimuli/images/unity_stims/fam9/identity/animate_04_9fam_identity_new.mp4""]","39","","trial","3","2","stimuli/images/unity_stims/fam9/identity/animate_04_9fam_identity_new.mp4","identity","4","9","",""
"","html-keyboard-response","17","374014","0.0-17.0","SS1691529534010","2110.2000000476837","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","378666","0.0-18.0","SS1691529534010","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","423987","0.0-19.0","SS1691529534010","45318.90000009537","","[""stimuli/images/unity_stims/fam8/background/animate_06_8fam_background_new.mp4""]","32","","trial","3","3","stimuli/images/unity_stims/fam8/background/animate_06_8fam_background_new.mp4","background","6","8","",""
"","html-keyboard-response","20","436023","0.0-20.0","SS1691529534010","12035.799999952316","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","21","440708","0.0-21.0","SS1691529534010","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","475299","0.0-22.0","SS1691529534010","34589.299999952316","","[""stimuli/images/unity_stims/fam8/number/animate_05_8fam_number_new.mp4""]","32","","trial","3","4","stimuli/images/unity_stims/fam8/number/animate_05_8fam_number_new.mp4","number","5","8","",""
"","video-keyboard-response","23","498419","0.0-23.0","SS1691529534010","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","506799","0.0-24.0","SS1691529534010","8380.300000190735","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","32","","","","","","","","","",""
"","survey-multi-choice","25","516887","0.0-25.0","SS1691529534010","10085.899999856949","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
