"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","2138","0.0-0.0","SS1692890025029","","","","","","","","","","","","","",""
"","survey-text","1","12077","0.0-1.0","SS1692890025029","9937.299999952316","{""Age"":""264"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","47127","0.0-2.0","SS1692890025029","35047.90000009537","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","49963","0.0-3.0","SS1692890025029","2835.2999999523163","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","132923","0.0-4.0","SS1692890025029","82960.20000004768","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","151733","0.0-5.0","SS1692890025029","18809.300000190735","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","157433","0.0-6.0","SS1692890025029","5699.400000095367","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","166276","0.0-7.0","SS1692890025029","8841.800000190735","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","179406","0.0-8.0","SS1692890025029","13129.799999952316","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","199936","0.0-9.0","SS1692890025029","20529.60000014305","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","231010","0.0-10.0","SS1692890025029","31073.099999904633","","","","[{""page_index"":0,""viewing_time"":31072.89999985695}]","","","","","","","","",""
"","video-keyboard-response","11","249207","0.0-11.0","SS1692890025029","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","253820","0.0-12.0","SS1692890025029","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","304945","0.0-13.0","SS1692890025029","51121.700000047684","","[""stimuli/images/unity_stims/fam9/pose/animate_01_9fam_pose_new.mp4""]","39","","trial","37","1","stimuli/images/unity_stims/fam9/pose/animate_01_9fam_pose_new.mp4","pose","1","9","",""
"","html-keyboard-response","14","307573","0.0-14.0","SS1692890025029","2627.7999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","312208","0.0-15.0","SS1692890025029","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","357561","0.0-16.0","SS1692890025029","45351.799999952316","","[""stimuli/images/unity_stims/fam8/background/animate_06_8fam_background_new.mp4""]","39","","trial","37","2","stimuli/images/unity_stims/fam8/background/animate_06_8fam_background_new.mp4","background","6","8","",""
"","html-keyboard-response","17","359065","0.0-17.0","SS1692890025029","1503.7999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","363679","0.0-18.0","SS1692890025029","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","434759","0.0-19.0","SS1692890025029","71075.10000014305","","[""stimuli/images/unity_stims/fam9/animacy/animate_02_9fam_animacy_new.mp4""]","39","","trial","37","3","stimuli/images/unity_stims/fam9/animacy/animate_02_9fam_animacy_new.mp4","animacy","2","9","",""
"","html-keyboard-response","20","437671","0.0-20.0","SS1692890025029","2910.5999999046326","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","442280","0.0-21.0","SS1692890025029","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","496641","0.0-22.0","SS1692890025029","54359.40000009537","","[""stimuli/images/unity_stims/fam8/identity/animate_04_8fam_identity_new.mp4""]","39","","trial","37","4","stimuli/images/unity_stims/fam8/identity/animate_04_8fam_identity_new.mp4","identity","4","8","",""
"","video-keyboard-response","23","519759","0.0-23.0","SS1692890025029","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","527129","0.0-24.0","SS1692890025029","7369.5","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","568264","0.0-25.0","SS1692890025029","41129.799999952316","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
