"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","408240","0.0-0.0","SS1693580160911","","","","","","","","","","","","","",""
"","survey-text","1","441566","0.0-1.0","SS1693580160911","33310.89999997616","{""Age"":""206"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","448120","0.0-2.0","SS1693580160911","6553.100000023842","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","451431","0.0-3.0","SS1693580160911","3307.0999999046326","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","531508","0.0-4.0","SS1693580160911","80076.79999995232","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","551053","0.0-5.0","SS1693580160911","19544.100000023842","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","556980","0.0-6.0","SS1693580160911","5926.399999976158","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","579671","0.0-7.0","SS1693580160911","22690.100000023842","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","580033","0.0-8.0","SS1693580160911","361.59999990463257","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","596331","0.0-9.0","SS1693580160911","16296.199999928474","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","631554","0.0-10.0","SS1693580160911","35220.799999952316","","","","[{""page_index"":0,""viewing_time"":35220.39999997616}]","","","","","","","","",""
"","video-keyboard-response","11","649751","0.0-11.0","SS1693580160911","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","654366","0.0-12.0","SS1693580160911","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","719345","0.0-13.0","SS1693580160911","64976.700000047684","","[""stimuli/images/unity_stims/fam8/identity/animate_03_8fam_identity_new.mp4""]","39","","trial","55","1","stimuli/images/unity_stims/fam8/identity/animate_03_8fam_identity_new.mp4","identity","3","8","",""
"","html-keyboard-response","14","720771","0.0-14.0","SS1693580160911","1426","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","725385","0.0-15.0","SS1693580160911","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","793468","0.0-16.0","SS1693580160911","68081.60000002384","","[""stimuli/images/unity_stims/fam8/background/animate_05_8fam_background_new.mp4""]","39","","trial","55","2","stimuli/images/unity_stims/fam8/background/animate_05_8fam_background_new.mp4","background","5","8","",""
"","html-keyboard-response","17","794417","0.0-17.0","SS1693580160911","949","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","799036","0.0-18.0","SS1693580160911","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","850471","0.0-19.0","SS1693580160911","51432.40000009537","","[""stimuli/images/unity_stims/fam9/animacy/animate_06_9fam_animacy_new.mp4""]","39","","trial","55","3","stimuli/images/unity_stims/fam9/animacy/animate_06_9fam_animacy_new.mp4","animacy","6","9","",""
"","html-keyboard-response","20","851936","0.0-20.0","SS1693580160911","1464.1999999284744","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","856542","0.0-21.0","SS1693580160911","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","913012","0.0-22.0","SS1693580160911","56469.10000002384","","[""stimuli/images/unity_stims/fam9/number/animate_01_9fam_number_new.mp4""]","39","","trial","55","4","stimuli/images/unity_stims/fam9/number/animate_01_9fam_number_new.mp4","number","1","9","",""
"","video-keyboard-response","23","936122","0.0-23.0","SS1693580160911","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","948036","0.0-24.0","SS1693580160911","11913.200000047684","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","996961","0.0-25.0","SS1693580160911","48923.699999928474","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
