"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","2816","0.0-0.0","SS1692633056988","","","","","","","","","","","","","",""
"","survey-text","1","6615","0.0-1.0","SS1692633056988","3787","{""Age"":""390"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","73561","0.0-2.0","SS1692633056988","66942","","stimuli/audio/music_intro.wav","32","","","","","","","","","",""
"","html-keyboard-response","3","75165","0.0-3.0","SS1692633056988","1596","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","4","249162","0.0-4.0","SS1692633056988","173997.00000000003","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","5","265425","0.0-5.0","SS1692633056988","16260","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","6","274761","0.0-6.0","SS1692633056988","9334","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","7","284512","0.0-7.0","SS1692633056988","9749","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","8","302889","0.0-8.0","SS1692633056988","18376","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","html-keyboard-response","9","342533","0.0-9.0","SS1692633056988","39642","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","32","","","","","","","","","",""
"","instructions","10","345905","0.0-10.0","SS1692633056988","3365","","","","[{""page_index"":0,""viewing_time"":3365}]","","","","","","","","",""
"","video-keyboard-response","11","364824","0.0-11.0","SS1692633056988","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","369738","0.0-12.0","SS1692633056988","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","462046","0.0-13.0","SS1692633056988","92297","","[""stimuli/images/unity_stims/fam8/animacy/animate_04_8fam_animacy_new.mp4""]","32","","trial","30","1","stimuli/images/unity_stims/fam8/animacy/animate_04_8fam_animacy_new.mp4","animacy","4","8","",""
"","html-keyboard-response","14","462789","0.0-14.0","SS1692633056988","740.9999999999418","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","15","467626","0.0-15.0","SS1692633056988","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","573056","0.0-16.0","SS1692633056988","null","","[""stimuli/images/unity_stims/fam9/background/animate_03_9fam_background_new.mp4""]","null","","trial","30","2","stimuli/images/unity_stims/fam9/background/animate_03_9fam_background_new.mp4","background","3","9","",""
"","html-keyboard-response","17","574078","0.0-17.0","SS1692633056988","1020","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","18","578981","0.0-18.0","SS1692633056988","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","651741","0.0-19.0","SS1692633056988","72741","","[""stimuli/images/unity_stims/fam9/pose/animate_02_9fam_pose_new.mp4""]","32","","trial","30","3","stimuli/images/unity_stims/fam9/pose/animate_02_9fam_pose_new.mp4","pose","2","9","",""
"","html-keyboard-response","20","652850","0.0-20.0","SS1692633056988","1108","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","","","",""
"","video-keyboard-response","21","657732","0.0-21.0","SS1692633056988","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","758106","0.0-22.0","SS1692633056988","null","","[""stimuli/images/unity_stims/fam8/number/animate_05_8fam_number_new.mp4""]","null","","trial","30","4","stimuli/images/unity_stims/fam8/number/animate_05_8fam_number_new.mp4","number","5","8","",""
"","video-keyboard-response","23","781424","0.0-23.0","SS1692633056988","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","797940","0.0-24.0","SS1692633056988","16514","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","32","","","","","","","","","",""
"","survey-multi-choice","25","835837","0.0-25.0","SS1692633056988","37884","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share childâ€™s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
