"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","block_number","stimulus_displayed","violation_type","species","fam_duration","response","question_order"
"true","fullscreen","0","41599","0.0-0.0","SS1693577150367","","","","","","","","","","","","","",""
"","survey-text","1","79020","0.0-1.0","SS1693577150367","37410.10000002384","{""Age"":""262"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","93088","0.0-2.0","SS1693577150367","14064.199999928474","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","96936","0.0-3.0","SS1693577150367","3845.5999999046326","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","184065","0.0-4.0","SS1693577150367","87129.29999995232","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","233313","0.0-5.0","SS1693577150367","49247.39999997616","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","293673","0.0-6.0","SS1693577150367","60359","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","328288","0.0-7.0","SS1693577150367","34614","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","328792","0.0-8.0","SS1693577150367","503.2999999523163","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","354122","0.0-9.0","SS1693577150367","25328.799999952316","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","383002","0.0-10.0","SS1693577150367","28879","","","","[{""page_index"":0,""viewing_time"":28878.299999952316}]","","","","","","","","",""
"","video-keyboard-response","11","401274","0.0-11.0","SS1693577150367","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","405941","0.0-12.0","SS1693577150367","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","451300","0.0-13.0","SS1693577150367","45355.10000002384","","[""stimuli/images/unity_stims/fam8/animacy/animate_03_8fam_animacy_new.mp4""]","39","","trial","54","1","stimuli/images/unity_stims/fam8/animacy/animate_03_8fam_animacy_new.mp4","animacy","3","8","",""
"","html-keyboard-response","14","453210","0.0-14.0","SS1693577150367","1907.7999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","457861","0.0-15.0","SS1693577150367","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","508299","0.0-16.0","SS1693577150367","50435.800000071526","","[""stimuli/images/unity_stims/fam9/background/animate_02_9fam_background_new.mp4""]","39","","trial","54","2","stimuli/images/unity_stims/fam9/background/animate_02_9fam_background_new.mp4","background","2","9","",""
"","html-keyboard-response","17","509682","0.0-17.0","SS1693577150367","1381.6000000238419","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","514334","0.0-18.0","SS1693577150367","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","576457","0.0-19.0","SS1693577150367","62119.60000002384","","[""stimuli/images/unity_stims/fam8/number/animate_01_8fam_number_new.mp4""]","39","","trial","54","3","stimuli/images/unity_stims/fam8/number/animate_01_8fam_number_new.mp4","number","1","8","",""
"","html-keyboard-response","20","577650","0.0-20.0","SS1693577150367","1191.2000000476837","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","582303","0.0-21.0","SS1693577150367","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","638233","0.0-22.0","SS1693577150367","55925.89999997616","","[""stimuli/images/unity_stims/fam9/identity/animate_06_9fam_identity_new.mp4""]","39","","trial","54","4","stimuli/images/unity_stims/fam9/identity/animate_06_9fam_identity_new.mp4","identity","6","9","",""
"","video-keyboard-response","23","661413","0.0-23.0","SS1693577150367","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","24","674053","0.0-24.0","SS1693577150367","12638.200000047684","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300; background-color: white; padding-right: 63.61px; padding-left: 63.61px; padding-bottom: 306.84px; padding-top: 306.84px; ""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","25","726822","0.0-25.0","SS1693577150367","52767","","","","","","","","","","","","{""Consent"":""<b>Option 3 (General Public)</b>: Like Option 2 but includes more public venues. You would like to share your child’s data to help us communicate our research with the general public. Your child’s data will never be used for commercial purposes. <br></h1>""}","0"
